Supercharger,Street Address,City,State,Zip,Country,Stalls,kW,GPS,Elev(m),Open Date,Latitude,Longitude,lat,lon,year,month
"Zall Plaza, Hong Kong","1 Kin Shing Lane, Tuen Mun",Hong Kong,Hong Kong,,China,6,250.0,"22.400408, 113.974287",3,2022-11-29,22.400408,113.974287,22.400408,113.974287,2022,11
"Jinhua - Wangu Plaza, China","B1, Wangu Plaza, No. 699 Yingbin Avenue, Xinshi Street, Wucheng District, Jinhua City, Zhejiang",Jinhua,Zhejiang,,China,3,250.0,"29.13161, 119.654654",67,2022-11-29,29.13161,119.654654,29.13161,119.654654,2022,11
"Wuhan - Binjiang Vankeli, China","B1, Qintai Avenue, Binjiang Wankeli, Erqiao Street, Hanyang District, Wuhan City, Hubei",Wuhan,Hubei,,China,3,250.0,"30.572779, 114.207543",29,2022-11-29,30.572779,114.207543,30.572779,114.207543,2022,11
"Yiwu - Heart Experience Store, China","B3, No. 9 Worker West Road, Yiwu City, Jinhua City, Zhejiang",Yiwu,Zhejiang,,China,6,250.0,"29.315246, 120.080148",77,2022-09-11,29.315246,120.080148,29.315246,120.080148,2022,9
"Beijing - Yaojiayuan Tesla Center, China","No. 1, East Gate, Yaojiayuan Road, Chaoyang District, Beijing",Beijing,Beijing,,China,4,150.0,"39.945868, 116.527661",35,2022-09-11,39.945868,116.527661,39.945868,116.527661,2022,9
"Delta, BC",5206 Ladner Trunk Rd,Delta,BC,V4K 1W3,Canada,12,250.0,"49.089869, -123.078813",3,2023-03-30,49.089869,-123.078813,49.089869,-123.078813,2023,3
"Shanghai - Wanjin Center, China","Wanjin Center, Lane 360, Xinlong Road, Minhang District, Shanghai",Shanghai,Shanghai,,China,3,250.0,"31.16109973, 121.35515928",6,2022-12-28,31.16109973,121.35515928,31.16109973,121.35515928,2022,12
"Shanghai - Zhongou Street, China","Zhongou Street, Lane 567, Puxing Road, Minhang District, Shanghai",Shanghai,Shanghai,,China,9,250.0,"31.12048602, 121.499255",5,2022-12-28,31.12048602,121.499255,31.12048602,121.499255,2022,12
"Hangzhou - Zhongda Intime City, China","B2, Yintai City (Zhongda Store), No. 822 Dongxin Road, Gongshu District, Hangzhou City, Zhejiang",Hangzhou,Zhejiang,,China,3,250.0,"30.32718567, 120.1768463",5,2022-12-28,30.32718567,120.1768463,30.32718567,120.1768463,2022,12
"Hangzhou - Zheshang New Century Grand Hotel, China","B1, No. 535 Yingbin Road, Nanyuan Street, Linping District, Hangzhou",Hangzhou,Zhejiang,,China,6,250.0,"30.39063874, 120.3031598",9,2022-12-28,30.39063874,120.3031598,30.39063874,120.3031598,2022,12
"Iowa - Henry's Travel Plaza, LA",14390 LA-101,Iowa,LA,70647,USA,16,250.0,"30.241331, -92.927732",5,2022-12-22,30.241331,-92.927732,30.241331,-92.927732,2022,12
"Shenzhen - Guanlan Tesla Center, China","1319-6 Guanguang Road, Xinlan Community, Guanlan Street, Longhua District, Shenzhen, Guangdong",Shenzhen,Guangdong,,China,6,250.0,"22.729719, 114.042522",57,2022-09-11,22.729719,114.042522,22.729719,114.042522,2022,9
"Wuhan - Hongshan Vanke Plaza, China","B1, Hongshan Vanke Plaza, Baisha 2nd Road, Hongshan District, Wuhan City, Hubei",Wuhan,Hubei,,China,6,250.0,"30.48339625, 114.2756312",21,2023-01-05,30.48339625,114.2756312,30.48339625,114.2756312,2023,1
"Shanghai - Wisdom 7 Cube, China","2nd Floor, Wisdom Seven Cube, No. 199, Tongji Branch Road, Baoshan District, Shanghai",Shanghai,Shanghai,,China,6,250.0,"31.37914127, 121.49136693",6,2023-01-05,31.37914127,121.49136693,31.37914127,121.49136693,2023,1
"Nanchang - R&F Wanda Realm Hotel, China","R&F Wanda Realm Hotel, No. 1000 Fenghuang Middle Avenue, Honggutan District, Nanchang City, Jiangxi",Nanchang,Jiangxi,,China,3,250.0,"28.69449141, 115.8516627",20,2023-01-06,28.69449141,115.8516627,28.69449141,115.8516627,2023,1
"Guangzhou - Junming Happy World, China","B1, Junming Paradise, No. 3, Chuangying Road, Zengcheng District, Guangzhou City, Guangdong",Guangzhou,Guangdong,,China,3,250.0,"23.18911094, 113.5933584",36,2023-01-06,23.18911094,113.5933584,23.18911094,113.5933584,2023,1
"Columbia - Town Center Place, SC","Village at Sandhill, 494 Town Center Pl",Columbia,SC,29229,USA,12,250.0,"34.126889, -80.8779862",135,2023-01-19,34.126889,-80.8779862,34.126889,-80.8779862,2023,1
"Guangzhou - Longmei Tesla Center, China","1044-1062 North Panyu Avenue, Donghuan Street, Panyu District, Guangzhou City, Guangdong",Guangzhou,Guangdong,,China,4,150.0,"22.969402, 113.379147",8,2022-09-11,22.969402,113.379147,22.969402,113.379147,2022,9
"Sejong - Daepyeong, South Korea",Sejong Jonghabundongjang-ro 29,Sejong,Sejong,30154,South Korea,6,250.0,"36.468663, 127.267814",20,2022-11-29,36.468663,127.267814,36.468663,127.267814,2022,11
"Renton - SW 41st St, WA",601 SW 41st St,Renton,WA,98057,USA,16,250.0,"47.443115, -122.225157",7,2023-05-20,47.443115,-122.225157,47.443115,-122.225157,2023,5
"Nyk鴅ing Mors, Denmark",Vester Fald 3,Nyk鴅ing Mors,Nordjylland,7900,Denmark,8,250.0,"56.788448, 8.828567",4,2023-05-09,56.788448,8.828567,56.788448,8.828567,2023,5
"Yeongjong - Grand Hyatt West Building (WEST), South Korea","Yeongjonghaeannam-ro 321beon-gil, Incheon",Incheon,Gyeonggi,22382,South Korea,3,250.0,"37.439944, 126.456153",0,2023-01-03,37.439944,126.456153,37.439944,126.456153,2023,1
"Yunlin - Linnei, Taiwan","Room 643 , No. 646, Zhongzheng Road, Yunlin",Yunlin,Yunlin,,Taiwan,6,250.0,"23.749396, 120.609262",86,2023-01-01,23.749396,120.609262,23.749396,120.609262,2023,1
"Windham, ME",797 Roosevelt Tr,Windham,ME,4062,USA,8,250.0,"43.84163, -70.441768",95,2023-03-30,43.84163,-70.441768,43.84163,-70.441768,2023,3
"Nanjing - Dingshan Garden Hotel, China","Nanjing Dingshan Garden Hotel, No. 90, Chahar Road, Gulou District, Nanjing, Jiangsu",Nanjing,Jiangsu,,China,3,250.0,"32.07730252, 118.7506406",11,2023-04-27,32.07730252,118.7506406,32.07730252,118.7506406,2023,4
"Aichstetten, Germany",Am Waizenhof 12 (Autohof),Aichstetten,Baden-W黵ttemberg,88317,Germany,8,130.0,"47.88036, 10.040488",630,2013-12-14,47.88036,10.040488,47.88036,10.040488,2013,12
"McKinney - University Dr, TX",3526 W University Dr,McKinney,TX,75071,USA,8,250.0,"33.21747, -96.65721",199,2022-12-16,33.21747,-96.65721,33.21747,-96.65721,2022,12
"Chongqing - Ocean Park, China","Yuanyang Park, No. 161 Yunan Avenue, Banan District, Chongqing",Chongqing,Chongqing,,China,6,250.0,"29.42271493, 106.5481046",243,2022-09-22,29.42271493,106.5481046,29.42271493,106.5481046,2022,9
"Ashburn, GA",823 E Washington Ave,Ashburn,GA,31714,USA,16,250.0,"31.712344, -83.638266",131,2022-11-18,31.712344,-83.638266,31.712344,-83.638266,2022,11
"Qingdao - Wuyue Plaza, China","Wuyue Plaza, 2888 Binhai Avenue, Huangdao District, Qingdao City, Qingdao, Shandong",Qingdao,Shandong,,China,9,250.0,"35.92940076, 120.1654384",3,2022-09-22,35.92940076,120.1654384,35.92940076,120.1654384,2022,9
"Foshan - Junyu Wyndham Grand, China","662, Middle Yanjiang Road, Hecheng Street, Gaoming District, Foshan City, Guangdong",Foshan,Guangdong,,China,6,250.0,"22.19464761, 112.8610151",20,2022-09-22,22.19464761,112.8610151,22.19464761,112.8610151,2022,9
"Shenzhen - Longgang Zhonghai Kaili Hotel (2021), China","No. 168, Dayun Road, Longgang District, Shenzhen, Guangdong",Shenzhen,Guangdong,,China,6,250.0,"22.710169, 114.221306",102,2022-09-22,22.710169,114.221306,22.710169,114.221306,2022,9
"Roswell, GA",1570 Holcomb Bridge Rd,Roswell,GA,30076,USA,12,250.0,"34.019005, -84.312888",309,2022-11-20,34.019005,-84.312888,34.019005,-84.312888,2022,11
"London, KY",140 Faith Assembly Church Rd,London,KY,40741,USA,14,250.0,"37.14916, -84.11385",361,2015-02-04,37.14916,-84.11385,37.14916,-84.11385,2015,2
"Northridge, CA",9022 Tampa Ave,Northridge,CA,91324,USA,24,250.0,"34.23471, -118.55287",252,2022-11-23,34.23471,-118.55287,34.23471,-118.55287,2022,11
"Beijing - Vanke Times Center Shili, China","B3, Shili, Vanke Times Center, No. 3 Shilibao, Chaoyang Road, Chaoyang District, Beijing",Beijing,Beijing,,China,6,150.0,"39.91534876, 116.5025304",36,2022-09-22,39.91534876,116.5025304,39.91534876,116.5025304,2022,9
"InnoCentre, Hong Kong","InnoCentre, No. 72 Dalu Road, Kowloon Tong",Hong Kong,Hong Kong,,China,3,250.0,"22.336175, 114.175654",21,2022-11-29,22.336175,114.175654,22.336175,114.175654,2022,11
"Sintanjin, South Korea","490 Sintanjin-ro, Daejeon",Daejeon,Daejeon,34335,South Korea,12,250.0,"36.423696, 127.419877",61,2019-04-02,36.423696,127.419877,36.423696,127.419877,2019,4
"Hangzhou - Xianlinbu, China","B1, Yuping Bay, Donghai Xianhu City, Xishi Street, Yuhang District, Hangzhou City, Zhejiang",Hangzhou,Zhejiang,,China,3,250.0,"30.225998, 119.987914",36,2022-11-29,30.225998,119.987914,30.225998,119.987914,2022,11
"Hangzhou - Zancheng Wulinli, China","B1, Zancheng Wulinli, No. 20 Kangning Street, Gongshu District, Hangzhou City, Zhejiang",Hangzhou,Zhejiang,,China,6,250.0,"30.33373, 120.204086",7,2022-11-29,30.33373,120.204086,30.33373,120.204086,2022,11
"Beaverton, OR",3205 SW Cedar Hills Blvd,Beaverton,OR,97005,USA,12,250.0,"45.5010128, -122.8096413",64,2023-01-31,45.5010128,-122.8096413,45.5010128,-122.8096413,2023,1
"Pottstown, PA",260 W Schuylkill Rd,Pottstown,PA,19465,USA,12,250.0,"40.2330528, -75.657935",59,2023-01-19,40.2330528,-75.657935,40.2330528,-75.657935,2023,1
"Augsburg, Germany",Gablinger Weg 83,Augsburg,Bavaria,86145,Germany,12,250.0,"48.398919, 10.867978",471,2023-03-24,48.398919,10.867978,48.398919,10.867978,2023,3
"Lermoos, Austria","Innsbruckerstrasse 40, Hotel MOHR life resort",Lermoos,Tyrol,6631,Austria,10,125.0,"47.3948, 10.887553",1006,2015-12-15,47.3948,10.887553,47.3948,10.887553,2015,12
"Lauenau, Germany",Hanomagstra遝 2,Lauenau,Lower Saxony,31867,Germany,12,250.0,"52.278674, 9.350953",83,2014-11-07,52.278674,9.350953,52.278674,9.350953,2014,11
"Imsil Cheese Theme Park, South Korea","Imsil Cheese Theme Park 50, Doin 2-gil, Seongsu-myeon, Imsil-gun",Imsil-gun,Jeollabuk,,South Korea,6,250.0,"35.63068, 127.303884",230,2022-11-29,35.63068,127.303884,35.63068,127.303884,2022,11
"Flagstaff - Hwy 89, AZ",5650 US-89,Flagstaff,AZ,86004,USA,24,250.0,"35.2328, -111.5756",2101,2023-02-21,35.2328,-111.5756,35.2328,-111.5756,2023,2
"Parish, NY",3039 County Rte 26,Parish,NY,13131,USA,8,250.0,"43.408589, -76.114268",152,2023-01-08,43.408589,-76.114268,43.408589,-76.114268,2023,1
"Houston - Westheimer Rd, TX",5135 1/2 W. Alabama St,Houston,TX,77056,USA,16,250.0,"29.7377385, -95.4639171",18,2021-07-02,29.7377385,-95.4639171,29.7377385,-95.4639171,2021,7
"Yangzhou - Hongqiaofang, China","Hongqiaofang Parking Lot, No. 26, Dahongqiao Road, Hanjiang District, Yangzhou City, Jiangsu",Yangzhou,Jiangsu,,China,6,250.0,"32.40248341, 119.4294722",12,2022-09-22,32.40248341,119.4294722,32.40248341,119.4294722,2022,9
"Meishan - Shiqi Street, China","B2F, Shiqi Street, First Ring East Road, Dongpo District, Meishan City, Sichuan",Meishan,Sichuan,,China,3,250.0,"30.04328792, 103.8409759",410,2022-09-22,30.04328792,103.8409759,30.04328792,103.8409759,2022,9
"Shanghai - 399 Square, China","B1, Plaza Underground Parking Lot, No. 399 Dianshanhu Avenue, Qingpu District, Shanghai",Shanghai,Shanghai,,China,6,250.0,"31.14156137, 121.0949772",3,2022-09-22,31.14156137,121.0949772,31.14156137,121.0949772,2022,9
"Burlington, WA",9384 Old Highway 99,Burlington,WA,98233,USA,10,150.0,"48.509772, -122.338625",7,2013-07-13,48.509772,-122.338625,48.509772,-122.338625,2013,7
"Lamont, FL",5200 S Jefferson,Lamont,FL,32336,USA,8,250.0,"30.472366, -83.892265",69,2022-11-24,30.472366,-83.892265,30.472366,-83.892265,2022,11
"Bristol, PA",5900 Bristol Pike,Bristol,PA,19007,USA,8,250.0,"40.118187, -74.844438",9,2023-03-13,40.118187,-74.844438,40.118187,-74.844438,2023,3
"Changhua - Puxin, Taiwan","513, Section 5, Yuanlu Road, Changhua",Changhua,Changhua,,Taiwan,6,250.0,"23.951334, 120.513786",25,2022-12-31,23.951334,120.513786,23.951334,120.513786,2022,12
"Shenyang - Hunnan Tesla Center, China","No. 101, Hunnan West Road, Hunnan District, Shenyang City, Liaoning",Shenyang,Liaoning,,China,3,250.0,"41.730881, 123.411153",44,2023-01-03,41.730881,123.411153,41.730881,123.411153,2023,1
"Changsha - Ping An Fortune Center, China","Ping An Fortune Center, Xiangjiang Middle Road and Xianghan Road, Tianxin District, Changsha",Changsha,Hunan,,China,6,250.0,"28.16968642, 112.9675182",43,2023-01-03,28.16968642,112.9675182,28.16968642,112.9675182,2023,1
"Zhenjiang - Tesla Center, China","Ground Parking Lot No. 8, Wujiang Road, Jingkou District, Zhenjiang City, Jiangsu",Zhenjiang,Jiangsu,,China,3,250.0,"32.17524966, 119.5258101",20,2023-01-03,32.17524966,119.5258101,32.17524966,119.5258101,2023,1
"Woodburn, OR",255 N Arney Rd,Woodburn,OR,97071,USA,12,250.0,"45.15313, -122.881254",56,2013-08-28,45.15313,-122.881254,45.15313,-122.881254,2013,8
"Beijing - Sino-Ocean Future Plaza, China","B2, Ocean Plaza, No. 73 North Fourth Ring East Road, Chaoyang District, Beijing",Beijing,Beijing,,China,4,150.0,"39.996455, 116.438834",42,2023-01-31,39.996455,116.438834,39.996455,116.438834,2023,1
"Jiaozhou - Longhu Tianjie, China","B2, Longhu Tianjie, Haier Avenue, Jiaozhou City, Qingdao",Jiaozhou,Shandong,,China,3,250.0,"36.260095, 120.064546",1,2023-01-31,36.260095,120.064546,36.260095,120.064546,2023,1
"Beijing - Xiaowayao, China","Xiaowayao West Road and Wujiacun Road, Fengtai District, Beijing",Beijing,Beijing,,China,6,250.0,"39.894506, 116.251018",60,2023-01-31,39.894506,116.251018,39.894506,116.251018,2023,1
"Chiayi - Chungpu Barn, Taiwan",606 Alishan Highway,Zhongpu Township,Chiyai,,Taiwan,7,250.0,"23.446379, 120.494227",68,2022-03-15,23.446379,120.494227,23.446379,120.494227,2022,3
"Mechanicsburg, PA",1415 S Market St,Mechanicsburg,PA,17055,USA,8,250.0,"40.194428, -76.992163",142,2023-02-07,40.194428,-76.992163,40.194428,-76.992163,2023,2
"Scarborough, ON",6780 Kingston Rd,Scarborough,ON,M1B 1G8,Canada,8,250.0,"43.798804, -79.147568",117,2023-03-01,43.798804,-79.147568,43.798804,-79.147568,2023,3
"Bergamo Dalmine, Italy",via Provinciale,Dalmine,Lombardy,24040,Italy,20,250.0,"45.652139, 9.619",207,2022-02-22,45.652139,9.619,45.652139,9.619,2022,2
"Taichung - Chinmei Eslite Green Parkway, Taiwan","B3403, No. 68, Gongyi Road, West District, Taichung City",Taichung,Taichung,,Taiwan,8,120.0,"24.15162, 120.664184",103,2019-08-10,24.15162,120.664184,24.15162,120.664184,2019,8
"Batavia, NY",4192 Veterans Memorial Dr,Batavia,NY,14020,USA,12,250.0,"43.017313, -78.201531",275,2022-11-24,43.017313,-78.201531,43.017313,-78.201531,2022,11
"Bunnik, Netherlands",Baan van Fectio 1,Bunnik,Utrecht,3981 HZ,Netherlands,24,250.0,"52.061418, 5.20582",2,2019-03-15,52.061418,5.20582,52.061418,5.20582,2019,3
"Foshan - Dongping Poly Plaza, China","B3, Dongping Poly Plaza, No. 109, Yuhe Road, Shunde District, Foshan City, Guangdong",Foshan,Guangdong,,China,6,250.0,"22.96493007, 113.1320295",3,2022-09-22,22.96493007,113.1320295,22.96493007,113.1320295,2022,9
"Tokyo - Shinjuku, Japan",2-4-1 Nishi-Shinjuku,Shinjuku,,,Japan,4,250.0,"35.688105, 139.693364",39,2022-09-30,35.688105,139.693364,35.688105,139.693364,2022,9
"Kunming - Windsor KTV Guanshangdian, China","Shunxin Times Building, No. 398, Jinzhi Road, Guandu District, Kunming City, Yunnan",Kunming,Yunnan,,China,3,250.0,"25.022564, 102.747235",1903,2022-09-22,25.022564,102.747235,25.022564,102.747235,2022,9
"Mianyang - Innovation Center, China","Jiuzhou Avenue Innovation Center, Fucheng District, Mianyang City, Sichuan",Mianyang,Sichuan,,China,6,250.0,"31.49788, 104.704752",538,2022-09-22,31.49788,104.704752,31.49788,104.704752,2022,9
"Chongzuo - Wanxianghui, China","B1, Wanxianghui Store, Jiangzhou District, Chongzuo City, Guangxi",Chongzuo,Guangxi,,China,3,250.0,"22.404321, 107.408735",153,2022-09-22,22.404321,107.408735,22.404321,107.408735,2022,9
"Manchester, NH",1111 South Willow St,Manchester,NH,3103,USA,8,250.0,"42.961287, -71.439058",79,2023-04-17,42.961287,-71.439058,42.961287,-71.439058,2023,4
"Xinduqiao - Heiqing Barley Manor, China","Heiqing Barley Manor, Xinduqiao Town, Kangding City, Ganzi Tibetan, Sichuan",Xinduqiao,Sichuan,,China,2,150.0,"30.025033, 101.536743",3452,2022-09-22,30.025033,101.536743,30.025033,101.536743,2022,9
"Chengdu - High Speed ??Rail City Park, China","Yangliu Road High Speed ??Rail City Park, Chenghua District, Chengdu",Chengdu,Sichuan,,China,6,250.0,"30.643336, 104.154377",500,2022-09-22,30.643336,104.154377,30.643336,104.154377,2022,9
"Shijiazhuang - Anyue Hotel, China","Anyue Hotel, No. 6 Anyue Street, Zhengding New District, Shijiazhuang City, Hebei",Shijiazhuang,Hebei,,China,3,250.0,"38.127783, 114.603243",66,2022-09-22,38.127783,114.603243,38.127783,114.603243,2022,9
"Shanghai - Guohua Plaza, China","B2, Shanghai Guohua Plaza, No. 1599 Zhayin Road, Yangpu District, Shanghai",Shanghai,Shanghai,,China,6,250.0,"31.31221636, 121.5122509",6,2022-09-22,31.31221636,121.5122509,31.31221636,121.5122509,2022,9
"Shanghai - Tangzhen Tesla Center, China","Ground parking lot, No. 1688, Gutang Road, Tang Town, Pudong New Area, Shanghai",Shanghai,Shanghai,,China,6,250.0,"31.23373531, 121.6624477",4,2022-09-22,31.23373531,121.6624477,31.23373531,121.6624477,2022,9
"Cardiff (SC), UK",Croescadarn Close,Cardiff,Wales,CF23 8HE,United Kingdom,8,250.0,"51.5314, -3.1401",40,2021-05-28,51.5314,-3.1401,51.5314,-3.1401,2021,5
"Shanghai - Excellence Times Square, China","Ground parking lot, No. 123, Nanyunzao Road, Baoshan District, Shanghai",Shanghai,Shanghai,,China,6,250.0,"31.33711865, 121.4351766",5,2022-09-22,31.33711865,121.4351766,31.33711865,121.4351766,2022,9
"Shanghai - Penglian International Shopping Center, China","Penglian Shopping Center, No. 55, Zhaozhong Highway, Qingpu District, Shanghai",Shanghai,Shanghai,,China,3,250.0,"31.15056883, 121.1919315",5,2022-09-22,31.15056883,121.1919315,31.15056883,121.1919315,2022,9
"Jishou - Bugao Plaza, China","B2, No. 9, Wuling East Road, Jishou City, Xiangxi Tujia and Miao Autonomous Prefecture, Hunan",Jishou,Hunan,,China,6,250.0,"28.30980855, 109.7426311",247,2022-09-22,28.30980855,109.7426311,28.30980855,109.7426311,2022,9
"Hangzhou - Xiaoshan Zhongan Plaza, China","B1, No. 688, Shanyin Road, Xiaoshan District, Hangzhou City, Zhejiang",Hangzhou,Zhejiang,,China,6,250.0,"30.17881382, 120.2615618",8,2022-09-22,30.17881382,120.2615618,30.17881382,120.2615618,2022,9
"Wuhan - CFD Times Fortune Center, China","B2, No. 468, Xinhua Road, Jianghan District, Wuhan City, Hubei",Wuhan,Hubei,,China,6,250.0,"30.605671, 114.270393",22,2022-09-22,30.605671,114.270393,30.605671,114.270393,2022,9
"Wuhan - Lianto Wanhui Mal, China","Area A of the underground parking lot of Liantou Wanhui Mall, Jiangxia District, Wuhan City, Hubei",Wuhan,Hubei,,China,6,250.0,"30.374187, 114.319663",17,2022-09-22,30.374187,114.319663,30.374187,114.319663,2022,9
"Hangzhou - Oaks Plaza, China","Lianchuang Street and Chuangjing Road, Yuhang District, Hangzhou City, Zhejiang",Hangzhou,Zhejiang,,China,6,250.0,"30.28162324, 119.9979636",7,2022-09-22,30.28162324,119.9979636,30.28162324,119.9979636,2022,9
"Fuzhou - Changle Guohui Hotel, China","Guohui Hotel, Wuhang Road, Changle District, Fuzhou City, Fujian",Fuzhou,Fujian,,China,3,250.0,"25.95256747, 119.4989909",18,2022-09-22,25.95256747,119.4989909,25.95256747,119.4989909,2022,9
"Dongtai - Zhongnan Shopping Center, China","Zhongnan City Shopping Center, No. 80, Yingbin Avenue, Dongtai City, Yancheng City, Jiangsu",Dongtai,Jiangsu,,China,6,250.0,"32.886344, 120.3143582",2,2022-09-22,32.886344,120.3143582,32.886344,120.3143582,2022,9
"Yizheng - Wanbo Yihua Plaza, China","Wanbo Yihua Plaza, Changjiang East Road and Pudong Road, Yizheng City, Yangzhou City, Jiangsu",Yizheng,Jiangsu,,China,6,250.0,"32.28126264, 119.1552251",9,2022-09-22,32.28126264,119.1552251,32.28126264,119.1552251,2022,9
"Chongqing - Qijiang Mingyang Square, China","B3, Mingyang Plaza, underground parking lot, No. 168, Jiulong Avenue, Qijiang District, Chongqing",Chongqing,Chongqing,,China,3,250.0,"29.030935, 106.6537125",232,2022-09-22,29.030935,106.6537125,29.030935,106.6537125,2022,9
"Shanghai - Baiyang Xinduhui, China","Atour Hotel, No. 646 Baiyang Road, Pudong New Area, Shanghai",Shanghai,Shanghai,,China,6,250.0,"31.20015659, 121.5562392",7,2022-09-22,31.20015659,121.5562392,31.20015659,121.5562392,2022,9
"Jinan - Zhonghai Huanyu City, China","B2, Zhonghai Huanyucheng Shopping Center, No. 6638, Second Ring South Road, Shizhong District, Jinan",Jinan,Shandong,,China,6,250.0,"36.619225, 116.98837",135,2022-09-22,36.619225,116.98837,36.619225,116.98837,2022,9
"Jingmen - Guohua Huijin Center, China","Guohua Huijin Center, Diaodao District, Jingmen City, Hubei",Jingmen,Hubei,,China,3,250.0,"31.00036, 112.1827",128,2022-09-22,31.00036,112.1827,31.00036,112.1827,2022,9
"Busan - Dongnae, South Korea","Hotel Nongshim 23, Geumganggongwon-ro 20beon-gil, Dongnae-gu",Busan,Busan,,South Korea,6,250.0,"35.2197, 129.083",14,2022-09-30,35.2197,129.083,35.2197,129.083,2022,9
"Busan - Centum City, South Korea","Lotte Department Store Centum City 59, Centum Nam-daero, Haeundae-gu",Busan,Busan,,South Korea,6,250.0,"35.1696, 129.1312",1,2022-09-30,35.1696,129.1312,35.1696,129.1312,2022,9
